Timestamp,ID_Unidade,Consumo_kWh,rolling_mean,rolling_std,z_score,0.25,0.75,iqr,iqr_anomaly
2025-01-06 06:00:00,U002,694.634,390.404875,85.38103799633417,3.5631930946196984,354.81875,750.6415,395.8227499999999,False
2025-01-06 07:00:00,U001,1217.711,530.962125,154.7798457715688,4.4369399102098575,502.18724999999995,1186.6887499999998,684.5014999999999,False
2025-01-06 07:00:00,U006,867.45,364.6214166666667,114.27905817394215,4.400006364840589,344.4175,806.924,462.50649999999996,False
2025-01-06 08:00:00,U001,1265.321,559.9131666666666,215.54889867955956,3.272611633158982,502.18724999999995,1186.6887499999998,684.5014999999999,False
2025-01-06 08:00:00,U005,306.133,102.98312500000002,43.546993928411105,4.6650722971594165,95.906,300.6555,204.7495,False
2025-01-06 08:00:00,U006,854.985,384.68004166666674,151.95723556645223,3.094982325653488,344.4175,806.924,462.50649999999996,False
2025-01-06 09:00:00,U005,288.471,110.85875,57.679977517068714,3.0792704443659122,95.906,300.6555,204.7495,False
2025-01-13 06:00:00,U002,701.241,404.72575,91.0168966894524,3.257804438352841,354.81875,750.6415,395.8227499999999,False
2025-01-13 07:00:00,U001,1139.522,527.6498333333334,139.38547140204926,4.389784390811844,502.18724999999995,1186.6887499999998,684.5014999999999,False
2025-01-13 07:00:00,U006,910.8629999999999,373.3006666666667,121.6433716168664,4.419166668829803,344.4175,806.924,462.50649999999996,False
2025-01-13 08:00:00,U001,1214.933,555.8984583333333,197.81093810153007,3.3316385230851346,502.18724999999995,1186.6887499999998,684.5014999999999,False
2025-01-13 08:00:00,U005,320.159,105.16379166666667,46.34430338331922,4.6390859855003646,95.906,300.6555,204.7495,False
2025-01-20 06:00:00,U002,755.55,409.3548333333333,98.31451172979091,3.521302812530409,354.81875,750.6415,395.8227499999999,False
2025-01-20 07:00:00,U001,1337.093,546.9820416666668,175.60116797484258,4.4994630015588974,502.18724999999995,1186.6887499999998,684.5014999999999,False
2025-01-20 07:00:00,U006,890.529,373.2955,116.41471469632422,4.443025105110116,344.4175,806.924,462.50649999999996,False
2025-01-20 08:00:00,U001,1333.79,580.3795833333334,237.8621190211052,3.167424976146864,502.18724999999995,1186.6887499999998,684.5014999999999,False
2025-01-20 08:00:00,U005,331.829,105.05141666666668,48.61245143404678,4.665010231812847,95.906,300.6555,204.7495,False
2025-01-20 08:00:00,U006,901.722,396.7515416666667,158.32595038936066,3.189435825848463,344.4175,806.924,462.50649999999996,False
2025-01-20 09:00:00,U005,353.494,116.06233333333334,70.06723988003108,3.38862594092755,95.906,300.6555,204.7495,False
2025-01-27 06:00:00,U002,717.801,409.93833333333333,91.33532012538356,3.3706858008932157,354.81875,750.6415,395.8227499999999,False
2025-01-27 07:00:00,U001,1284.7060000000001,544.6835416666667,167.7141117912006,4.41240424213462,502.18724999999995,1186.6887499999998,684.5014999999999,False
2025-01-27 07:00:00,U006,837.052,379.3997916666667,103.6017150949116,4.417419228186223,344.4175,806.924,462.50649999999996,False
2025-01-27 08:00:00,U001,1270.344,576.3512083333334,223.43937966549825,3.1059555961246144,502.18724999999995,1186.6887499999998,684.5014999999999,False
2025-01-27 08:00:00,U005,367.01599999999996,107.72370833333332,55.698843393251956,4.655254505663227,95.906,300.6555,204.7495,False
2025-01-27 09:00:00,U005,340.15,118.44441666666667,72.83075359914132,3.044120407617851,95.906,300.6555,204.7495,False
2025-02-03 06:00:00,U002,731.8919999999999,419.5747083333333,93.95515528326824,3.3241102175293284,354.81875,750.6415,395.8227499999999,False
2025-02-03 07:00:00,U001,1337.369,555.01275,173.95736175037737,4.497402364164693,502.18724999999995,1186.6887499999998,684.5014999999999,False
2025-02-03 07:00:00,U006,863.054,384.63237499999997,111.75726688591772,4.280899473753012,344.4175,806.924,462.50649999999996,False
2025-02-03 08:00:00,U001,1288.759,585.9082083333334,229.50055784775884,3.0625232385400505,502.18724999999995,1186.6887499999998,684.5014999999999,False
2025-02-03 08:00:00,U005,323.46500000000003,107.58791666666667,46.60476584224087,4.632081707353418,95.906,300.6555,204.7495,False
2025-02-03 09:00:00,U005,337.784,117.66483333333333,66.06108859866407,3.332054789528825,95.906,300.6555,204.7495,False
2025-02-10 06:00:00,U002,755.264,424.028125,96.91944028634909,3.4176412288531752,354.81875,750.6415,395.8227499999999,False
2025-02-10 07:00:00,U001,1287.687,558.5730833333333,163.9338466842268,4.447610614976313,502.18724999999995,1186.6887499999998,684.5014999999999,False
2025-02-10 07:00:00,U006,934.887,387.9038333333333,124.848266513944,4.381183511311112,344.4175,806.924,462.50649999999996,False
2025-02-10 08:00:00,U001,1240.441,587.68675,214.9242636398958,3.037136147148493,502.18724999999995,1186.6887499999998,684.5014999999999,False
